PARAMETER_CODE,DMR_PARAMETER_DESC,POLLUTANT_CODE,PARENT_CATEGORY,SUB_CATEGORY,TOXICS_PARAMETER_DESC_MATCHED,ESMR_PARAMETER_DESC
51612,Dipropylene Glycol,200000502,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TDA3Z,NOAEL Static 48Hr Acute Americamysis bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TSA3Z,Static 48Hr Acute  Americamysis bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGN3Q,Pass/Fail Static Renewal 96Hr Acute Holmesimysis costata,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51618,Enterococci - % of upper confidence limit,11237,Pathogens,Pathogens,,No Match (unconfirmed)
51620,Calcium Dimethyldithiocarbamate,200000561,Metals,Calcium,,No Match (unconfirmed)
51463,Cycles Of Concentration,12560,Uncategorized,Uncategorized,,No Match (unconfirmed)
51654,5-Chloro-2-methyl-4-isothiazolin-3-one,200000721,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51655,2-methyl-4-isothiazolin-3-one,200000722,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51650,Calcium sulfate,10466,Metals,Calcium,,No Match (unconfirmed)
3792,Sodium dodecylbenzene sulfonate,200000581,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51651,Glyoxal,200000621,Uncategorized,Uncategorized,,No Match (unconfirmed)
50785,"Phosphorus, ortho",5889,Nutrients,Phosphorus,,No Match (unconfirmed)
TRN3Z,% Survival Static Renewal 96Hr Acute Americamysis bahia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TRN3Q,% Survival Static Renewal 96Hr Acute Holmesimysis costata,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78901,"2-Amino-4,6-dinitrotoluene",200000703,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51652,Total Petroleum Hydrocarbons - Waste Oil,7435,Other,Fuel,,No Match (unconfirmed)
77394,2-Nitrotoluene,200000704,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
45622,"1,3-Dinitrobenzene",200000701,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
76987,"4-Amino-2,6-dinitrotoluene",200000702,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
46341,3-Nitrotoluene,200000705,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
77395,4-Nitrotoluene,10145,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51656,Phosphonocarboxylic Acid Salt,200000723,Uncategorized,Uncategorized,,No Match (unconfirmed)
51657,Phosno-Butanetricarboxylic Acid Salt,200000724,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51649,1-Chloro-2-nitrobenzene,200000586,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51647,"3,3'-Dimethylbenzidine",12520,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
77286,3-Chloroaniline,200000583,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78004,Diphenamid,200000584,Uncategorized,Uncategorized,,No Match (unconfirmed)
51648,m-Toluidine,200000585,Uncategorized,Uncategorized,,No Match (unconfirmed)
51653,Polyacrylamide,200000681,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
77263,Guaiacol [2-methoxyphenol],200000641,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51663,"Phosphorus, insoluble",5889,Nutrients,Phosphorus,,No Match (unconfirmed)
TGN3Z,Pass/Fail Static Renewal 96Hr Acute Americamysis bahia,4677,Toxic Organics,Toxic Organics,,"Acute Toxicity-Mysid, H. costata or M. bahia-survival"
51667,"Flow rate, domestic",6599,Flow,Flow,,No Match (unconfirmed)
51668,"Flash point, deg F [40 CFR 403/261.21]",200000823,Uncategorized,Uncategorized,,No Match (unconfirmed)
51670,"Nitrogen, total, percent removal [%]",2817,Nutrients,Nitrogen,,No Match (unconfirmed)
943,"Chloride, total recoverable",5033,Solids,Dissolved Solids,,No Match (unconfirmed)
80155,"Sediment, suspended",6613,Solids,Suspended Solids,,No Match (unconfirmed)
51683,Total Petroleum Hydrocarbons - Diesel and Waste Oil,200000903,Other,Other,,No Match (unconfirmed)
51632,Perfluorobutane Sulfonate,200000750,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51633,Perfluorohexane Sulfonate,200000751,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51634,Perfluoroheptane Sulfonate,200000752,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51635,Perfluorodecane Sulfonate,200000753,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51643,2-[N-ethylperfluorooctanesulfonamido] acetic acid,200000761,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51644,2-[N-methylperfluorooctanesulfonamido] acetic acid,200000762,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51684,Giardia,1916,Uncategorized,Uncategorized,,No Match (unconfirmed)
3781,Cypermethrin,200000902,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51659,Dimethyldithiocarbamate,200000781,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TSN3Q,Static Renewal 96HR Acute Holmesimysis costata,4677,Toxic Organics,Toxic Organics,,"Acute Toxicity-Mysid, H. costata or M. bahia-survival"
51430,"Surfactants, nonionic",200000783,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51662,"Nitrogen, Kjeldahl,Total  [TKN], insoluble",2817,Nutrients,Nitrogen,,No Match (unconfirmed)
51661,Ethyl acrylate,200000801,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51665,Sanitary and Domestic Foam or Floating Solids,11305,Other,Other,,No Match (unconfirmed)
TGN6A,Pass/Fail Static Renewal 96Hr Acute Cyprinodon variegatus,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51664,Number of pumps in operation,99999,Uncategorized,Uncategorized,,No Match (unconfirmed)
51669,Utilization rate,99999,Uncategorized,Uncategorized,,No Match (unconfirmed)
51672,Chlorhexidine diacetate,200000861,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51673,Coconut Diethanolamide,200000862,Uncategorized,Uncategorized,,No Match (unconfirmed)
TSB3Z,Static Renewal 96Hr Acute Americamysis bahia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51636,8:2 Fluorotelomer Alcohol,200000754,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51637,10:2 Fluorotelomer Alcohol,200000755,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51638,8:2 Fluorotelomer Acrylate,200000756,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51639,10:2 Fluorotelomer Acrylate,200000757,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51642,N-methylperfluorooctane Sulfonamidoethanol,200000759,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51623,Perfluoropentanoic acid,200000741,pH,pH,,Perfluoropentanoic acid
51624,Perfluorohexanoic acid,200000742,Toxic Organics,Toxic Organics,,Perfluorohexanoic acid
51625,Perfluoroheptanoic acid,200000743,Toxic Organics,Toxic Organics,,Perfluoroheptanoic acid
51626,Perfluorononanoic acid,200000744,Toxic Organics,Toxic Organics,,Perfluorononanoic acid
51627,Perfluorodecanoic acid,200000746,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51628,Perfluoroundecanoic acid,200000745,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51629,Perfluorododecanoic acid,200000747,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51630,Perfluorotridecanoic acid,200000748,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51631,Perfluorotetradecanoic acid,200000749,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51645,"Oxygen, dissolved [DO] minimum",3051,Nutrients,Dissolved Oxygen,,No Match (unconfirmed)
51646,"Oxygen, dissolved [DO] maximum",3051,Nutrients,Dissolved Oxygen,,No Match (unconfirmed)
51658,Ethanolamine,10275,Uncategorized,Uncategorized,,No Match (unconfirmed)
TSN3Z,Static Renewal 96HR Acute Americamysis bahia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51671,"Molybdenum, potentially dissolved",6658,Metals,Molybdenum,,No Match (unconfirmed)
51660,"Surfactants, anionic",200000782,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TGN6J,Pass/Fail Static Renewal 96Hr Acute Menidia beryllina,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51666,"Flow rate, deck drainage",6599,Flow,Flow,,No Match (unconfirmed)
TXM3C,LOEC Lethal Survival Static Renewal 48HR Acute Daphnia magna,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51682,.lambda.-Cyhalothrin,200000901,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51688,Diesel Oil Content,10292,Other,Other,,No Match (unconfirmed)
51691,Fly ash,5357,Uncategorized,Uncategorized,,No Match (unconfirmed)
51692,PCB-Aroclor [mixture unspecified],447,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51693,"Sludge weight, dry",6432,Uncategorized,Uncategorized,,No Match (unconfirmed)
51679,C19-C36 Aliphatics,200000882,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
49577,"Nitrite plus Nitrate, dry weight [as N]",10354,Nutrients,Nitrogen,,No Match (unconfirmed)
T3P3B,NOEC Static Renewal 7Day Chronic Ceriodaphnia dubia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
1034D,"Chromium, total [as Cr] [per discharge]",1012,Metals,Chromium,,No Match (unconfirmed)
51702,Florfenicol,200001041,Uncategorized,Uncategorized,,No Match (unconfirmed)
1042D,"Copper, total [as Cu] [per discharge]",1165,Metals,Copper,,No Match (unconfirmed)
1051D,"Lead, total [as Pb] [per discharge]",6562,Metals,Lead,,No Match (unconfirmed)
TWP3C,Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Daphnia magna,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
81683,2-Butoxyethanol,10273,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
73542,"Dibenz[a,j]acridine",200001082,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TLP3C,Low Flow Pass/Fail Survival Test Static Renewal 7 Day Chronic Daphnia magna,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TPP3C,NOEC Sub-Lethal Static Renewal 7 Day Chronic Daphnia magna,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TOP3C,NOEC Lethal Static Renewal 7 Day Chronic Daphnia magna,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51709,Overflows,3041,Other,Other,,No Match (unconfirmed)
51710,Whole Effluent Toxicity [WET] - C. dubia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
51713,Whole Effluent Toxicity [WET] - M. bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
51714,Whole Effluent Toxicity [WET] - P. promelas,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
51715,C3 Dimer Acid/Salt,200001181,Uncategorized,Uncategorized,,No Match (unconfirmed)
51689,Free Oil Visual Sheen,11681,Other,Fuel,,No Match (unconfirmed)
51690,Thorium-230 + Thorium-232,200000961,Metals,Thorium,,No Match (unconfirmed)
TRP3X,IC25 Static Renewal 7 Day Chronic Daphnia ambigua,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51674,Peracetic Acid,200001001,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51680,C9-C10 Aromatics,200000881,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51681,C11-C22 Aromatics,200000881,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51676,C5-C8 Aliphatics,200000882,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51677,C9-C12 Aliphatics,200000882,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51697,Dimethyl Benzyl Ammonium Chloride,200001023,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51696,Ethoxylated alkyl quaternary ammonium compound [generic],200001022,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
46223,"Salts, Water Soluble in Soil",10447,Other,Fuel,,No Match (unconfirmed)
51701,Potassium Amyl Xanthate [PAX],200001062,Nutrients,Potassium,,No Match (unconfirmed)
51700,Methyl Isobutyl Carbinol,200001061,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
1067D,"Nickel, total [as Ni] [per discharge]",2741,Metals,Nickel,,No Match (unconfirmed)
61225,3-Methylcholanthrene,200001081,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51705,Floating solids or visible foam-visual/days,11305,Other,Other,,No Match (unconfirmed)
52160,"Sludge/Solids, depth",12208,Solids,Suspended Solids,,No Match (unconfirmed)
51717,"Turbidity, sed stick",6638,Color and Turbidity,Turbidity,,No Match (unconfirmed)
51641,N-ethylperfluorooctane Sulfonamidoethanol,200000921,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51686,Imidacloprid [Neonicotinoid],200000941,Metals,Tin,,No Match (unconfirmed)
TAM3X,LC50 Static Renewal 48Hr Acute Daphnia ambigua,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51687,Duration of Oxidant Addition,11230,Uncategorized,Uncategorized,,No Match (unconfirmed)
77014,Isopropylamine,200000981,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51414,Thermal Discharge,4073,Temperature,Temperature,,No Match (unconfirmed)
51675,Annual Nitrate Nitrogen Discharged,5713,Nutrients,Nitrogen,,No Match (unconfirmed)
51678,C9-C18 Aliphatics,200000882,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51694,"Coliform, total - % samples exceeding limit",4146,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51698,Nalco H150M,3545,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
T3P6C,NOEC Static Renewal 7Day Chronic Pimephales promelas,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51695,"1,3-Butadiene",137,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51699,"Phosphorus, Total [Avg Seasonal Load Cap]",5889,Nutrients,Phosphorus,,No Match (unconfirmed)
32223,"Chlorophyll A, corrected",11650,Nutrients,Algae and other Nutrient-related,,No Match (unconfirmed)
8082D,"BOD, carbonaceous [5 day, 20 C][per discharge]",10107,Organics,COD,,No Match (unconfirmed)
530D,"Solids, total suspended [per discharge]",10486,Solids,Suspended Solids,,No Match (unconfirmed)
610D,"Nitrogen, ammonia total [as N] [per discharge]",375,Nutrients,Nitrogen,,No Match (unconfirmed)
625D,"Nitrogen, Kjeldahl, total [as N] [per discharge]",2817,Nutrients,Nitrogen,,No Match (unconfirmed)
1027D,"Cadmium, total [as Cd] [per discharge]",776,Metals,Cadmium,,No Match (unconfirmed)
1077D,"Silver, total [as Ag] [per discharge]",3714,Metals,Silver,,No Match (unconfirmed)
1092D,"Zinc, total [as Zn] [per discharge]",6352,Metals,Zinc,,No Match (unconfirmed)
7190D,"Mercury, total [as Hg] [per discharge]",2448,Metals,Mercury,,No Match (unconfirmed)
73546,Benzo[rst]pentaphene,200001083,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
77801,Perylene,200001084,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
78122,Benzo[j]fluoranthene,10175,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TRB3Z,% Survival Static 96Hr Acute Americamysis bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
51703,Head Loss,99999,Uncategorized,Uncategorized,,No Match (unconfirmed)
51704,Sewer Backups,99999,Uncategorized,Uncategorized,,No Match (unconfirmed)
51707,"Oil based fluids, non-aqueous based drilling fluids and cuttings",200001101,Other,Other,,No Match (unconfirmed)
51706,Corrosion Inhibitor,200001121,Uncategorized,Uncategorized,,No Match (unconfirmed)
TYP3C,LOEC Sub-Lethal Reproduction Static Renewal 7 Day Chronic Daphnia magna,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
77043,1-Chloropropane,200001141,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TXP3C,LOEC Lethal Survival Static Renewal 7 Day Chronic Daphnia magna,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51711,Whole Effluent Toxicity [WET] - D. pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
51712,Whole Effluent Toxicity [WET] - M. beryllina,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
51716,Precipitation volume,12114,Uncategorized,Uncategorized,,No Match (unconfirmed)
51708,Penicillin G Potassium,200001161,Nutrients,Potassium,,No Match (unconfirmed)
51720,"BOD, carbonaceous, 20-day, % Removal",10861,Organics,COD,,No Match (unconfirmed)
51725,"Flow, in conduit or thru treatment plant",5350,Flow,Flow,,No Match (unconfirmed)
51724,Fish feed used efficiency,200001241,Other,Other,,No Match (unconfirmed)
61423,"Toxicity [chronic], Ceriodaphnia dubia",4245,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGS3W,Pass/Fail Static 20 Minute Fertilization Chronic Tripneustes gratilla,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
61424,"Toxicity [chronic], Pimephales promelas [Fathead Minnow]",4245,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
530S,"Solids, total suspended [per season]",10486,Solids,Suspended Solids,,No Match (unconfirmed)
610S,"Nitrogen, ammonia total [as N] [per season]",375,Nutrients,Nitrogen,,No Match (unconfirmed)
310S,"BOD, 5-day, 20 deg. C [per season]",10178,Organics,COD,,No Match (unconfirmed)
3556S,"2,3,7,8-Tetrachlorodibenzo-p-dioxin [per season]",10239,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
665S,"Phosphorus, total [as P] [per season]",5889,Nutrients,Phosphorus,,No Match (unconfirmed)
TCN6L,%Effect Static Renewal 96Hr Acute Atherinops affinis,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TCN6J,%Effect Static Renewal 96Hr Acute Menidia beryllina,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TGK3R,Pass/Fail Static 48Hr Chronic Haliotis rufescens,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
TGS3N,Pass/Fail Static 20 Minute Fertilization Chronic Dendraster excentricus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGB3Q,Pass/Fail Static 96Hr Acute Holmesimysis costata,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGS3L,Pass/Fail Static 20 Minute Fertilization Chronic Strongylocentrotus purpuratus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
TGB6J,Pass/Fail Static 96Hr Acute Menidia beryllina,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
51727,Screen Efficiency,200001323,Uncategorized,Uncategorized,,No Match (unconfirmed)
51730,Fish/Shellfish Impinged,200001326,Other,Other,,No Match (unconfirmed)
51726,Critical Dilution,200001261,Flow,Flow,,No Match (unconfirmed)
51734,Crop yield per day,11118,Uncategorized,Uncategorized,,No Match (unconfirmed)
TCC1E,%Effect Static 4 Day Chronic Raphidocelis subcapitata,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
51731,Poly[hexamethylenebiguanide] hydrochloride,200001341,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51736,"Dibenz[a,h]acridine",200001361,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
174,"Digester gas, volume",11343,Other,Fuel,,No Match (unconfirmed)
72022,Reservoir storage,12183,Uncategorized,Uncategorized,,No Match (unconfirmed)
51735,"Volume, total",12484,Uncategorized,Uncategorized,,No Match (unconfirmed)
51738,"Dibenzo[a,h]pyrene",200001363,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51740,"Magnesium, total [as Mg]",6699,Metals,Magnesium,,No Match (unconfirmed)
51742,Coagulants added [mass],11102,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51746,Nonylphenol diethoxylate,200001383,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51718,"2-Ethyl-9,10-Anthraquinone",200001201,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51719,Nitrated Esters [NE],99999,Nutrients,Nitrogen,,No Match (unconfirmed)
TGN6I,Pass/Fail Static Renewal 96Hr Acute Oncorhynchus mykiss,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
51721,Sodium Tolytriazole,200001202,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
158,"Cyanide, free [amenable to chlorine]",5123,Inorganics,Disinfectants,,No Match (unconfirmed)
51732,Total Production - volume,12429,Uncategorized,Uncategorized,,No Match (unconfirmed)
TCN3Z,% Effect Static Renewal 96Hr Acute Americamysis bahia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TCP6L,%Effect Static Renewal 7 Day Chronic Atherinops affinis,4677,Toxic Organics,Toxic Organics,,No Match (confirmed)
8691S,"2,3,7,8-Tetrachlorodibenzofuran [per season]",11181,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TGP6L,Pass/Fail Static Renewal 7 Day Chronic Atherinops affinis,4677,Toxic Organics,Toxic Organics,,No Match (confirmed)
TGK1D,Pass/Fail Static 48Hr Chronic Macrocystis pyrifera,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
TCK1D,%Effect Static 48Hr Chronic Macrocystis pyrifera,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
TCK3R,%Effect Static 48Hr Chronic Haliotis rufescens,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (confirmed)
TCS3N,%Effect Static 20Min Chronic Dendraster excentricus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TGP6J,Pass/Fail Static Renewal 7 Day Chronic Menidia beryllina,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TCS3L,%Effect Static 20Min Chronic Strongylocentrotus purpuratus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
