IR_PARAMETER_DESC,PARENT_CATEGORY,SUB_CATEGORY
Noael Statre 7Day Chronic Mysid. Bahia,Aquatic Toxicity,Aquatic Toxicity
Noael Statre 7Day Chronic Cyprinodon,Aquatic Toxicity,Aquatic Toxicity
Noael Statre 7Day Chronic Menidia,Aquatic Toxicity,Aquatic Toxicity
Noael Statre 7Day Chronic Pimephales,Aquatic Toxicity,Aquatic Toxicity
Noael Statre 7Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Noael Flth 48Hr Acute Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Noael Flth 96Hr Acute Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Noael Flth 4Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Noael Flth 7Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Low Flow Pass/Fail Static 48Hr Acute Lepomis Macrochirus,Aquatic Toxicity,Aquatic Toxicity
LF Pass/Fail Static 96Hr Acute Lepomis Macrochirus,Aquatic Toxicity,Aquatic Toxicity
LF Pass/Fail Static 4Day Chronic Lepomis Macrochirus,Aquatic Toxicity,Aquatic Toxicity
LF Pass/Fail Static 7Day Chronic Lepomis Macrochirus,Aquatic Toxicity,Aquatic Toxicity
Low Flow Pass/Fail Static 1Hr Chronic Daphnia pulex,Aquatic Toxicity,Aquatic Toxicity
Low Flow Pass/Fail Static 1Hr Chronic Pimephales promelas,Aquatic Toxicity,Aquatic Toxicity
Low Flow Pass/Fail Static 1 Hr Chronic Lepomis macrochirus,Aquatic Toxicity,Aquatic Toxicity
Low Flow Pass/Fail Static 24Hr Acute Ceriodaphnia Dubia,Aquatic Toxicity,Aquatic Toxicity
LF Pass/Fail Statre 7Day Chronic Mysid. Bahia,Aquatic Toxicity,Aquatic Toxicity
LF Pass/Fail Statre 7Day Chronic Cyprinodon,Aquatic Toxicity,Aquatic Toxicity
LF Pass/Fail Statre 7Day Chronic Pimephales,Aquatic Toxicity,Aquatic Toxicity
LF Pass/Fail Statre 48Hr Acute Daphnia Magna,Aquatic Toxicity,Aquatic Toxicity
Low Flow Pass/Fail Static Renewal 48Hr Acute Daphnia pulex,Toxic Organics,Toxic Organics
LF Pass/Fail Statre 48Hr Acute Mysidopis Bahia,Aquatic Toxicity,Aquatic Toxicity
LF Pass/Fail Statre 48Hr Acute Cyprinodon Variega,Aquatic Toxicity,Aquatic Toxicity
Low Flow Pass/Fail Static Renewal 48Hr Acute Menidia menidia,Toxic Organics,Toxic Organics
LF Pass/Fail Statre 48Hr Acute Pimephales Promela,Aquatic Toxicity,Aquatic Toxicity
Low Flow Pass/Fail Static Renewal 48Hr Acute Lepomis Macrochirus,Toxic Organics,Toxic Organics
LF Pass/Fail Statre 96Hr Acute Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
LF Pass/Fail Statre 7Day Chronic Mysidopsis Bahia,Aquatic Toxicity,Aquatic Toxicity
LF Pass/Fail Statre 7Day Chronic Cyprinodon Variega,Aquatic Toxicity,Aquatic Toxicity
LF Pass/Fail Statre 4Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Low Flow Pass/Fail Static Renewal 7Day Chronic Ceriodaphnia Dubia,Toxic Organics,Toxic Organics
LF Pass/Fail Statre 7Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
LF Pass/Fail Flth 48Hr Acute Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
LF Pass/Fail Flth 96Hr Acute Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Isopropylidine dioxyphenol,Toxic Organics,Toxic Organics
HLF Pass/Fail Statre 48Hr Acute Daphnia Magna,Aquatic Toxicity,Aquatic Toxicity
HLF Pass/Fail Statre 48Hr Acute Daphnia Pulex,Aquatic Toxicity,Aquatic Toxicity
HLF Pass/Fail Statre 48Hr Acute Mysidopis Bahia,Aquatic Toxicity,Aquatic Toxicity
HLF Pass/Fail Statre 48Hr Acute Cyprinodon Varie,Aquatic Toxicity,Aquatic Toxicity
HLF Pass/Fail Statre 48Hr Acute Pimephales Prome,Aquatic Toxicity,Aquatic Toxicity
Half Low Flow Pass/Fail Static Renewal 48Hr Acute Lepomis Macrochirus,Toxic Organics,Toxic Organics
HLF Pass/Fail Statre 96Hr Acute Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
HLF Pass/Fail Statre 7Day Chronic Mysidopsis Bahia,Aquatic Toxicity,Aquatic Toxicity
HLF Pass/Fail Statre 7Day Chronic Cyprinodon Varie,Aquatic Toxicity,Aquatic Toxicity
HLF Pass/Fail Statre 4Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
HLF Pass/Fail Statre 7Day Chronic Ceriodaphnia,Aquatic Toxicity,Aquatic Toxicity
HLF Pass/Fail Statre 7Day Chronic Pimephales,Aquatic Toxicity,Aquatic Toxicity
HLF Pass/Fail Statre 7Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
HLF Pass/Fail Flth 48Hr Acute Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
HLF Pass/Fail Flth 96Hr Acute Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
HLF Pass/Fail Flth 4Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
HLF Pass/Fail Flth 7Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 48Hr Acute Ceriodaphnia,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 48Hr Acute D. Pulex,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 48Hr Acute Mysidopsis Bahia,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 48Hr Acute D. Ambigua,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 48Hr Acute Menidia,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 48Hr Acute Pimephales,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 48Hr Acute Lepomis Macrochirus,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 48Hr Acute Cyprinella Leedsi,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 96Hr Acute Ceriodaphnia Dubia,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 96 Hr Acute Cyprinodon Variega,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 96 Hr Acute Pimephales Promelas,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 96Hr Acute Lepomis Macrochirus,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 4 Day Chronic Daphnia Pulex,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 4 Day Chronic Mysidopsis Bahia,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 4 Day Chronic Cyprinodon Variega,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 4 Day Chronic Pimephales Promelas,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 4 Day Chronic Lepomis macrochirus,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 7Day Chronic Lepomis Macrochirus,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 24Hr Acute Daphnia Pulex,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 24Hr Acute Mysid. Bahia,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 1Hr Chronic Cyprinodon variegatus,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 24Hr Acute Pimephales,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 1Hr Chronic Lepomis macrochirus,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Statre 48Hr Acute Ceriodaphnia,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Statre 48Hr Acute Mysidopsis Bahia,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Statre 48Hr Acute Daphnia Species,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Statre 48Hr Acute Menidia,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Statre 48Hr Acute Pimephales Promelas,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static Renewal 48Hr Acute Lepomis Macrochirus,Toxic Organics,Toxic Organics
Pass/Fail Static Renewal 96Hr Acute Ceriodaphnia,Toxic Organics,Toxic Organics
Pass/Fail Static Renewal 96Hr Acute Mysid. Bahia,Toxic Organics,Toxic Organics
Pass/Fail Static Renewal 96Hr Acute Menidia,Toxic Organics,Toxic Organics
Pass/Fail Static Renewal 96Hr Acute Pimephales Promelas,Toxic Organics,Toxic Organics
Pass/Fail Static Renewal 96Hr Acute Lepomis Macrochi,Toxic Organics,Toxic Organics
Pass/Fail Static Renewal 96Hr Acute Cyprinella Leedsi,Toxic Organics,Toxic Organics
Pass/Fail Statre 4Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static Renewal 7 Day Chronic Ceriodaphnia,Toxic Organics,Toxic Organics
Pass/Fail Static Renewal 7 Day Chronic Americamysis bahia,Toxic Organics,Toxic Organics
Pass/Fail Static Renewal 7 Day Chronic D. Ambigua,Toxic Organics,Toxic Organics
Pass/Fail Statre 7Day Chronic Cyprinodon,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Statre 7Day Chronic Menidia,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Statre 7Day Chronic Pimephales Promelas,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Statre 7Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Statre 7Day Chronic Cyprinella Leedsi,Aquatic Toxicity,Aquatic Toxicity
"1,2-Dichloropropene",Toxic Organics,Toxic Organics
NOEC Lethal Static Renewal 7 Day Chronic Cyprinodeon variegatus,Toxic Organics,Toxic Organics
NOEC Lethal Static Renewal 7 Day Chronic Menidia menidia,Toxic Organics,Toxic Organics
NOEC Lethal Static Renewal 7 Day Chronic Pimephales promelas,Toxic Organics,Toxic Organics
Noel Sub-Leth 96Hr Acute Selen. Capr.,Aquatic Toxicity,Aquatic Toxicity
Noel Sub-Leth 96Hr Acute L. Minor,Aquatic Toxicity,Aquatic Toxicity
Noel Sub-Leth 4Day Chronic Selen. Capr,Aquatic Toxicity,Aquatic Toxicity
Noel Sub-Leth 4Day Chronic L. Minor,Aquatic Toxicity,Aquatic Toxicity
Noel Sub-Leth 1Hr Chronic Selen. Capr.,Aquatic Toxicity,Aquatic Toxicity
Noel Sub-Leth 1Hr Chronic L. Minor,Aquatic Toxicity,Aquatic Toxicity
"Noel Sub-Leth 48Hr Chr, 5-7 Day Rec. Selen. Capr.",Aquatic Toxicity,Aquatic Toxicity
"Noel Sub-Leth 48Hr Chr, 5-7 Day Rec. L. Minor",Aquatic Toxicity,Aquatic Toxicity
Noel Sub-Leth 1Hr Fert. Test Chronic Selen. Capr.,Aquatic Toxicity,Aquatic Toxicity
Noel Sub-Leth 1Hr Fert. Test Chronic L. Minor,Aquatic Toxicity,Aquatic Toxicity
NOEC Sub-Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,Toxic Organics,Toxic Organics
NOEC Sub-Lethal Static Renewal 7 Day Chronic Americamysis bahia,Toxic Organics,Toxic Organics
NOEC Sub-Lethal Static Renewal 7 Day Chronic Cyprinodeon variegatus,Toxic Organics,Toxic Organics
NOEC Sub-Lethal Static Renewal 7 Day Chronic Menidia menidia,Toxic Organics,Toxic Organics
NOEC Sub-Lethal Static Renewal 7 Day Chronic Pimephales promelas,Toxic Organics,Toxic Organics
Coef Of Var 96Hr Acute Selen. Capr.,Aquatic Toxicity,Aquatic Toxicity
Coef Of Var 96Hr Acute L. Minor,Aquatic Toxicity,Aquatic Toxicity
Coef Of Var 4Day Chronic Selen. Capr.,Aquatic Toxicity,Aquatic Toxicity
Coef Of Var 4Day Chronic L. Minor,Aquatic Toxicity,Aquatic Toxicity
Coef Of Var 1Hr Chronic Selen. Capr.,Aquatic Toxicity,Aquatic Toxicity
Coef Of Var 1Hr Chronic L. Minor,Aquatic Toxicity,Aquatic Toxicity
"Coef Of Var 48Hr Chr, 5-7 Day Rec. Selen. Capr",Aquatic Toxicity,Aquatic Toxicity
"Coef Of Var 48Hr Chr, 5-7 Day Rec. L. Minor",Aquatic Toxicity,Aquatic Toxicity
Coef Of Var 1Hr Fert Test Chronic Selen. Capr.,Aquatic Toxicity,Aquatic Toxicity
Coef Of Var 1Hr Fert Test Chronic L. Minor,Aquatic Toxicity,Aquatic Toxicity
Coef Of Var Statre 48Hr Acute D. Pulex,Aquatic Toxicity,Aquatic Toxicity
Coef Of Var Statre 48Hr Acute Mysid. Bahia,Aquatic Toxicity,Aquatic Toxicity
Coef Of Var Statre 48Hr Acute Cyprinodon,Aquatic Toxicity,Aquatic Toxicity
Coef Of Var Static Renewal 48Hr Acute Menidia menidia,Toxic Organics,Toxic Organics
Coef Of Var Statre 48Hr Acute Pimephales,Aquatic Toxicity,Aquatic Toxicity
Coef Of Var Statre 7Day Chronic Ceriodaphnia,Aquatic Toxicity,Aquatic Toxicity
Coef Of Var Statre 7Day Chronic Mysid. Bahia,Aquatic Toxicity,Aquatic Toxicity
Coef Of Var Statre 7Day Chronic Cyprinodon,Aquatic Toxicity,Aquatic Toxicity
Coef Of Var Static Renewal 7Day Chronic Menidia menidia,Toxic Organics,Toxic Organics
Coef Of Var Statre 7Day Chronic Pimephales,Aquatic Toxicity,Aquatic Toxicity
"Toxicity, Acute, % Survival",Aquatic Toxicity,Aquatic Toxicity
%Surv Static 48Hr Acute Daphnia Pulex,Aquatic Toxicity,Aquatic Toxicity
%Surv Static 96Hr Acute Ceriodaphnia Dubia,Aquatic Toxicity,Aquatic Toxicity
%Surv Static 96Hr Acute Penaeus Vannamei,Aquatic Toxicity,Aquatic Toxicity
%Surv Static 96Hr Acute Pimphales Promelas,Aquatic Toxicity,Aquatic Toxicity
%Surv Static 96Hr Acute Oncorhynchus Mykiss,Aquatic Toxicity,Aquatic Toxicity
%Surv Static 96Hr Acute Gasterost. Aculeatus,Other,Fuel
%Surv Static 96Hr Acute Tilapia Mossambica,Aquatic Toxicity,Aquatic Toxicity
%Srv Statre 48Hr Acute Ceriodaphnia Dubia,Aquatic Toxicity,Aquatic Toxicity
%Surv Statre 48Hr Acute Daphnia Magna,Aquatic Toxicity,Aquatic Toxicity
%Surv Statre 48Hr Acute Daphnia Pulex,Aquatic Toxicity,Aquatic Toxicity
% Surv Statre 48Hr Acute Pimepha Promelas,Aquatic Toxicity,Aquatic Toxicity
96Hr Acute Ceriodaphn. Dubia % Srv,Aquatic Toxicity,Aquatic Toxicity
%Surv Statre 96Hr Acute Panaeus Vannamei,Aquatic Toxicity,Aquatic Toxicity
% Survival Static Renewal 96Hr Acute Pimephales promelas,Toxic Organics,Toxic Organics
%Surv Statre 96 Hr Acute Salmo Gairderi,Aquatic Toxicity,Aquatic Toxicity
%Surv Statre 96Hr Oncorhynchus Mykiss,Aquatic Toxicity,Aquatic Toxicity
%Surv Statre 96Hr Gasterost. Aculeatus,Other,Fuel
% Surv Statre 96Hr Acute Atherinops Affns,Aquatic Toxicity,Aquatic Toxicity
IC25 Static Renewal 7 Day Chronic Chrceriodaphnia,Toxic Organics,Toxic Organics
IC25 Static Renewal 7 Day Chronic Chrpimephales,Toxic Organics,Toxic Organics
% Survival Flow Through 96Hr Acute Pimephales promelas,Aquatic Toxicity,Aquatic Toxicity
% Survival Flow Through 96Hr Acute Oncorhynchus mykiss,Aquatic Toxicity,Aquatic Toxicity
% Survival Flow Through 96Hr Acute Gasterosteus aculeatus,Other,Fuel
"Toxicity, Acute",Aquatic Toxicity,Aquatic Toxicity
Static 48Hr Acute Ceriodaphnia Dubia,Aquatic Toxicity,Aquatic Toxicity
Static 48Hr Acute Daphnia Magna,Aquatic Toxicity,Aquatic Toxicity
Static 48Hr Acute Daphnia Pulex,Aquatic Toxicity,Aquatic Toxicity
Static 48Hr Acute Pimephales Promelas,Aquatic Toxicity,Aquatic Toxicity
Static 96Hr Acute Holmesimysis costata,Aquatic Toxicity,Aquatic Toxicity
Static 96Hr Acute Penaeus vannamei,Aquatic Toxicity,Aquatic Toxicity
Static 96Hr Acute Pimphales promelas,Aquatic Toxicity,Aquatic Toxicity
Static 96Hr Acute Medinia beryllina,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Static 96Hr Chronic Selen. Capricornutum,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Flth 48Hr Acute Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Flth 96Hr Acute Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Flth 4Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Flth 7Day Chronic Lepomis Macrochi,Aquatic Toxicity,Aquatic Toxicity
"Endrin ketone, in water",Toxic Organics,Toxic Organics
Hexahydroazepinone,Toxic Organics,Toxic Organics
Tetrachlorobenzene,Toxic Organics,Toxic Organics
"Propane, 2-methoxy-2-methyl",Toxic Organics,Toxic Organics
Methyl ethyl sulfide,Toxic Organics,Toxic Organics
Sulfonyl-bis-benzene,Toxic Organics,Toxic Organics
Trimethoxymethane,Toxic Organics,Toxic Organics
"Allyl chloride, total",Solids,Dissolved Solids
"N,N-Dimethylformamide",Toxic Organics,Toxic Organics
"Halogen, total organic",Organics,Other Organics
o-Xylene + p-Xylene,Toxic Organics,Toxic Organics
Benzene [volatile analysis],Toxic Organics,Toxic Organics
"1,4-Xylene",Toxic Organics,Toxic Organics
4-Methyl-2-pentanone,Toxic Organics,Toxic Organics
Trimethylbenzene,Toxic Organics,Toxic Organics
"Organics, total toxic [TTO]",Organics,Other Organics
Monochlorobenzyl trifluoride,Toxic Organics,Toxic Organics
"Toluene-2,4-diisocyanate",Toxic Organics,Toxic Organics
Tetrasodium EDTA,Solids,Dissolved Solids
Aminotrol methylene phosphate,Toxic Organics,Toxic Organics
Bis[trichloromethyl] sulfone,Toxic Organics,Toxic Organics
"Chloramine, residual",Inorganics,Disinfectants
Diethylaminoethanol,Toxic Organics,Toxic Organics
Dyphylline,Uncategorized,Uncategorized
EDTA,Uncategorized,Uncategorized
Guafensin,Uncategorized,Uncategorized
Hydroxyacetophenone,Toxic Organics,Toxic Organics
Mercaptobenzothiazole,Toxic Organics,Toxic Organics
Dichlorobenzyl trifluoride,Toxic Organics,Toxic Organics
N-Alkyldimethylbenzylammonium chloride,Toxic Organics,Toxic Organics
Naphthenic acid,pH,pH
Niacinamide,Uncategorized,Uncategorized
Nitrostyrene,Toxic Organics,Toxic Organics
Polymethylacrylic acid,Toxic Organics,Toxic Organics
"Aromatics, substituted",Toxic Organics,Toxic Organics
Sulfabenzamide,Toxic Organics,Toxic Organics
Sulfacetamide,Toxic Organics,Toxic Organics
Sulfathiazole,Toxic Organics,Toxic Organics
"Tetrahydro-3,5-dimethyl-2-hydro-1,3,5-thione",Toxic Organics,Toxic Organics
Theophylline,Uncategorized,Uncategorized
Carbamates,Uncategorized,Uncategorized
Sodium-o-PPTH,Toxic Organics,Toxic Organics
"Aromatics, total purgeable",Toxic Organics,Toxic Organics
Trichloromethane,Toxic Organics,Toxic Organics
Heptane,Toxic Organics,Toxic Organics
N-Nitrosodiethylamine,Toxic Organics,Toxic Organics
Ethylene chlorohydrin,Toxic Organics,Toxic Organics
"Halogenated hydrocarbons, total",Organics,COD
Monochlorotoluene,Toxic Organics,Toxic Organics
Paraben [methyl and propyl],Toxic Organics,Toxic Organics
N-Nitrosopyrrolidine,Toxic Organics,Toxic Organics
N-Nitrosodibutylamine,Toxic Organics,Toxic Organics
Monochloroacetic acid [MCAA],Toxic Organics,Toxic Organics
Diethylbenzene,Toxic Organics,Toxic Organics
o-Chlorobenzyl chloride,Toxic Organics,Toxic Organics
Aldrin + Dieldrin,Toxic Organics,Toxic Organics
"Chlorinated pesticides, total",Inorganics,Disinfectants
"Phenolic compounds, unchlorinated",Inorganics,Disinfectants
Isothiazolone,Uncategorized,Uncategorized
Organic pesticide chemicals [40 CFR455],Uncategorized,Uncategorized
Organic active ingredients [40 CFR455],Uncategorized,Uncategorized
Total toxic organics [TTO] [40 CFR413],Organics,Other Organics
Total toxic organics [TTO] [40 CFR433],Organics,Other Organics
Total toxic organics [TTO] [40 CFR464a],Organics,Other Organics
Total toxic organics [TTO] [40 CFR464b],Organics,Other Organics
Total toxic organics [TTO] [40 CFR464c],Organics,Other Organics
Total toxic organics [TTO] [40 CFR464d],Organics,Other Organics
Total toxic organics [TTO] [40 CFR465],Organics,Other Organics
Total toxic organics [TTO] [40 CFR467],Organics,Other Organics
Total toxic organics [TTO] [40 CFR468],Organics,Other Organics
Total toxic organics [TTO] [40 CFR469],Organics,Other Organics
Rotenone,Uncategorized,Uncategorized
HMX,Uncategorized,Uncategorized
4-Methylphenol,Toxic Organics,Toxic Organics
"3,4-Benzofluoranthene",Toxic Organics,Toxic Organics
"Acetone, in waste",Toxic Organics,Toxic Organics
%Effect Statre 4Day Chronic D. Magna,Aquatic Toxicity,Aquatic Toxicity
".beta.-Endosulfan, in waste",Other,Other
"2,4,5-TP",Toxic Organics,Toxic Organics
"Glyphosate, total",Uncategorized,Uncategorized
"Panthalium, total",Uncategorized,Uncategorized
Neptune Blue,Uncategorized,Uncategorized
MCPA 2-ethylhexyl ester,Toxic Organics,Toxic Organics
"Dimethyl sulfide, total",Toxic Organics,Toxic Organics
"Dimethyl disulfide, total [DMDS]",Toxic Organics,Toxic Organics
Dioxane,Uncategorized,Uncategorized
Ethyl acetate,Toxic Organics,Toxic Organics
Ethylmethyldioxolane,Toxic Organics,Toxic Organics
Furfural,Toxic Organics,Toxic Organics
Hexane,Toxic Organics,Toxic Organics
Methyl ethyl ketone,Toxic Organics,Toxic Organics
Methyl isobutyl ketone,Toxic Organics,Toxic Organics
Methyl methacrylate,Toxic Organics,Toxic Organics
n-Pentane,Toxic Organics,Toxic Organics
Tetrahydrofuran,Toxic Organics,Toxic Organics
Trichloropropane,Uncategorized,Uncategorized
Trichlorotrifluoroethane,Uncategorized,Uncategorized
Sulfate in sediment,Solids,Dissolved Solids
"Sulfide, total",Solids,Dissolved Solids
"Nitrogen Kjeldahl, total [TKN]",Nutrients,Nitrogen
Surfactants [linear alkylate sulfonate],Toxic Organics,Toxic Organics
PCB-1262,Toxic Organics,Toxic Organics
Bisphenol-A,Toxic Organics,Toxic Organics
ortho-Cresol,Toxic Organics,Toxic Organics
Dehydroabietic acid,pH,pH
Epichlorohydrin,Uncategorized,Uncategorized
Dichloroethane,Uncategorized,Uncategorized
2-Ethoxyethanol,Toxic Organics,Toxic Organics
"cis-1,2-Dichloroethene",Toxic Organics,Toxic Organics
Ethylene glycol,Toxic Organics,Toxic Organics
Cyclohexanone,Toxic Organics,Toxic Organics
Propylene oxide,Toxic Organics,Toxic Organics
Styrene,Toxic Organics,Toxic Organics
.meta.-Xylene,Toxic Organics,Toxic Organics
ortho-xylene,Toxic Organics,Toxic Organics
Ethoprop,Uncategorized,Uncategorized
"2,4-D, isobutyl ester in sediments",Toxic Organics,Toxic Organics
"Sulfur dioxide, total",Uncategorized,Uncategorized
"Flow, average stream per composite sample",Flow,Flow
Trichlorophenol,Toxic Organics,Toxic Organics
Tetrachloroguaiacol [4cg] in whole water,Toxic Organics,Toxic Organics
Tetrachlorobiphenyl,Toxic Organics,Toxic Organics
Hexachlorobiphenyl,Toxic Organics,Toxic Organics
Cycloate,Uncategorized,Uncategorized
S-Ethyl dipropylthiocarbamate [EPTC],Toxic Organics,Toxic Organics
Sevin in tissue,Other,Other
Ratio of fecal coliform to fecal streptoc,Toxic Organics,Toxic Organics
"Sodium, total [as Na]",Solids,Dissolved Solids
"Ethylene, dissolved [C2H4]",Toxic Organics,Toxic Organics
Chloramben,Uncategorized,Uncategorized
Dicamba,Uncategorized,Uncategorized
"Aluminum, total",Metals,Aluminum
"Boron, total",Inorganics,Toxic Inorganics
"Chromium, total percent removal",Metals,Chromium
"Chromium, total",Metals,Chromium
"Manganese, total",Metals,Manganese
"Vanadium, total",Metals,Vanadium
"Zinc, total",Metals,Zinc
"Residue, total filterable",Uncategorized,Uncategorized
Ferrous sulfate,Solids,Dissolved Solids
Propargite,Uncategorized,Uncategorized
"Rhodium, total",Uncategorized,Uncategorized
"Time, starting [hhmmusing 24-hour clock]",Metals,Tin
"Time, ending [hhmm using 24-hour clock]",Toxic Organics,Toxic Organics
"Radiation, gross alpha",Other,Other
"Turbidity, lab, NTU",Color and Turbidity,Turbidity
"Trihalomethane, tot.",Toxic Organics,Toxic Organics
Terbufos [counter] total,Uncategorized,Uncategorized
