PARAMETER_CODE,PARAMETER_DESC,POLLUTANT_CODE,STATUS_FLAG,UNIT_GROUP_CODE,PERCENT_REMOVAL_FLAG,PERCENT_EXCEEDENCE_FLAG,SNC_FLAG,IR_PARAMETER_DESC,PARENT_CATEGORY,SUB_CATEGORY,PARAMETER_CODE_CLEAN
TCO1B,%Effect Statre 4Day Chronic L. Minor,4677,A,16,,Y,,,,,TCO1B
TCO1C,%Effect Statre 4Day Chronic Champia,4677,A,16,,Y,,,,,TCO1C
TCO3A,%Effect Statre 4Day Chronic Arbacia,4677,A,16,,Y,,,,,TCO3A
TAB1A,LC50 Static 96Hr Acute Selen. Capr.,4677,A,16,,Y,,,,,TAB1A
TAB1B,LC50 Static 96Hr Acute L. Minor,4677,A,16,,Y,,,,,TAB1B
TAB1C,LC50 Static 96Hr Acute Champia,4677,A,16,,Y,,,,,TAB1C
TAB3A,LC50 Static 96Hr Acute Arbacia,4677,A,16,,Y,,,,,TAB3A
TAB3B,LC50 Static 96Hr Acute Ceriodaphnia,4677,A,16,,Y,,,,,TAB3B
82200,S-Propyldipropylthiocarbamate [Vernolate],11057,A,59,,Y,2.0,,,,82200
82201,Sulfotepp,12404,A,59,,Y,2.0,,,,82201
941,"Chloride, dissolved in water",5033,A,59,,Y,1.0,,,,941
982,"Thallium, total recoverable",4068,A,59,,Y,2.0,"Thallium, total recoverable",Metals,Thallium,982
85783,Bleached kraft,10983,A,59,,Y,,,,,85783
85784,Chemi-mechanical pulp,11078,A,59,,Y,,,,,85784
85785,Sulfite pulp,12288,A,59,,Y,,,,,85785
85788,"4,4'-Butyldenebis[6-t-butyl-m-cresol]",12029,A,59,,Y,2.0,,,,85788
85789,"2,2-Dimethyl-2,3-dihydro-7-benzofuranol",10761,A,59,,Y,2.0,,,,85789
85790,Chlorine addition rate,11092,A,59,,Y,,,,,85790
85795,"Xylene, meta & para in combination",10908,A,59,N,Y,2.0,,,,85795
85800,"BOD, mass, times flow prop. multiplier",10855,A,119,,Y,1.0,,,,85800
85804,"Solids, total diss., percent by weight",12247,A,90,,Y,1.0,,,,85804
85807,Acrylic acid,10732,A,59,,Y,2.0,,,,85807
85808,p-Ethyltoluene,10917,A,59,,Y,2.0,,,,85808
85809,Dodecylguanidine salts,11351,A,59,,Y,2.0,,,,85809
85810,"trans-1,2-Dichloroethylene",10280,I,59,,Y,2.0,"trans-1,2-Dichloroethylene",Uncommon,Uncommon,85810
85811,Chloroethane,10264,A,59,,Y,2.0,Chloroethane,Uncommon,Uncommon,85811
85812,HEDP,12044,A,59,,Y,2.0,,,,85812
85813,Tolytriazole,10699,A,59,,Y,2.0,,,,85813
85814,Tetrachloroethylene,10284,I,59,,Y,2.0,Tetrachloroethylene,Toxic Organics,Toxic Organics,85814
85815,Aldicarb sulfoxide,12138,A,59,,Y,2.0,,,,85815
85816,Aldicarb sulfone,12139,A,59,,Y,2.0,,,,85816
85817,Gross beta,10969,A,9,,Y,,,,,85817
85820,Monitoring well level from the surface,11687,A,105,,Y,,,,,85820
85824,"Aluminum, acid soluble",360,A,59,,Y,1.0,"Aluminum, acid soluble",Uncommon,Uncommon,85824
85825,"THC, dry & O2",10760,A,59,,Y,2.0,,,,85825
85826,Benfluralin,10888,A,59,,Y,2.0,,,,85826
85827,"TCDD, total sludge",11172,A,59,,Y,,,,,85827
85828,"PECDD, total sludge",11171,A,59,,Y,,,,,85828
85829,"HXCDD, total sludge",11170,A,59,,Y,,,,,85829
85830,"HPCDD, total sludge",11169,A,59,,Y,,,,,85830
85831,"OCDD, total sludge",11163,A,59,,Y,,,,,85831
85832,"TCDF, total sludge",11187,A,59,,Y,,,,,85832
85833,"PECDF, total sludge",11186,A,59,,Y,,,,,85833
85834,"HXCDF, total sludge",11184,A,59,,Y,,,,,85834
85835,"HPCDF, total sludge",11183,A,59,,Y,,,,,85835
85836,"OCDF, total sludge",11185,A,59,,Y,,,,,85836
85837,"2,3,7,8-TCDD, total sludge",10239,A,59,,Y,,,,,85837
85838,"2,3,7,8-TCDF, total sludge",11181,A,59,,Y,,,,,85838
85839,"1,2,3,7,8-PECDD, total sludge",11168,A,59,,Y,,,,,85839
85840,"1,2,3,7,8-PECDF, total sludge",11178,A,59,,Y,,,,,85840
85841,"2,3,4,7,8-PECDF, total sludge",11180,A,59,,Y,,,,,85841
85842,"1,2,3,4,7,8-HXCDD, total sludge",11166,A,59,,Y,,,,,85842
85843,"1,2,3,6,7,8-HXCDD, total sludge",11167,A,59,,Y,,,,,85843
85844,"HXCDD, 1,2,3,7,8,9-, total sludge",11164,A,59,,Y,,,,,85844
85845,"1,2,3,4,7,8-HXCDF, total sludge",11175,A,59,,Y,,,,,85845
915,"Calcium, dissolved [as Ca]",8538,A,59,,Y,1.0,,,,915
916,"Calcium, total [as Ca]",8538,A,59,,Y,,"Calcium, total [as Ca]",Uncommon,Uncommon,916
917,Calcium in bottom deposits,8538,A,59,,Y,1.0,,,,917
918,"Calcium, total recoverable",8538,A,59,,Y,1.0,"Calcium, total recoverable",Uncommon,Uncommon,918
921,"Magnesium, total recoverable",6699,A,59,,Y,1.0,"Magnesium, total recoverable",Uncommon,Uncommon,921
923,"Sodium, total recoverable",6802,A,59,,Y,1.0,"Sodium, total recoverable",Solids,Dissolved Solids,923
983,"Tin, total recoverable",6151,A,59,,Y,2.0,"Tin, total recoverable",Uncommon,Uncommon,983
984,"Titanium, total recoverable",4088,A,59,,Y,,"Titanium, total recoverable",Uncommon,Uncommon,984
986,"Yttrium, total recoverable",12515,A,59,,Y,,,,,986
987,"Iron and manganese, total",11427,A,59,,Y,1.0,,,,987
988,"Iron and manganese, soluble",11427,A,59,,Y,1.0,,,,988
989,Uranyl-ion,12462,A,59,,Y,2.0,,,,989
991,"Arsenic, trivalent total recoverable",10833,A,59,,Y,,,,,991
998,"Beryllium, total recoverable [as Be]",4915,A,59,,Y,2.0,"Beryllium, total recoverable [as Be]",Metals,Beryllium,998
999,"Boron, total recoverable",10987,A,59,,Y,1.0,"Boron, total recoverable",Inorganics,Toxic Inorganics,999
1000,"Arsenic, dissolved [as As]",467,A,59,,Y,2.0,,,,1000
1002,"Arsenic, total [as As]",467,A,59,,Y,2.0,,,,1002
1003,"Arsenic, dry weight",467,A,101,,Y,2.0,,,,1003
1005,"Barium, dissolved [as Ba]",572,A,59,,Y,2.0,,,,1005
1007,"Barium, total [as Ba]",572,A,59,,Y,2.0,"Barium, total [as Ba]",Uncommon,Uncommon,1007
1008,Barium in bottom deposits [dry wgt],572,A,59,,Y,2.0,,,,1008
1009,"Barium, total recoverable",572,A,59,,Y,2.0,"Barium, total recoverable",Uncommon,Uncommon,1009
1010,"Beryllium, dissolved [as Be]",4915,A,59,,Y,2.0,,,,1010
1012,"Beryllium, total [as Be]",4915,A,59,,Y,2.0,"Beryllium, total [as Be]",Uncommon,Uncommon,1012
1013,"Beryllium, in bottom deposits [dry wgt]",4915,A,59,,Y,2.0,,,,1013
1017,"Bismuth, total [as Bi]",10982,A,59,,Y,2.0,,,,1017
1020,"Boron, dissolved [as B]",10987,A,59,,Y,1.0,,,,1020
1022,"Boron, total [as B]",10987,A,59,,Y,1.0,"Boron, total [as B]",Uncommon,Uncommon,1022
1024,"Chromium, total in bot dep [wet wgt]",1012,A,59,,Y,2.0,,,,1024
1025,"Cadmium, dissolved [as Cd]",776,A,59,,Y,2.0,,,,1025
1027,"Cadmium, total [as Cd]",776,A,59,,Y,2.0,,,,1027
1028,"Cadmium, in bottom deposits [dry wgt]",776,A,59,,Y,2.0,,,,1028
1029,"Chromium, total dry weight [as Cr]",1012,A,59,,Y,2.0,,,,1029
1030,"Chromium, dissolved [as Cr]",1012,A,59,,Y,2.0,,,,1030
1031,"Chromium, suspended [as Cr]",1012,A,59,,Y,2.0,,,,1031
1090,"Zinc, dissolved [as Zn]",6352,A,59,,Y,2.0,"Zinc, dissolved [as Zn]",Uncommon,Uncommon,1090
61580,Bifenthrin,12571,A,59,,Y,2.0,Bifenthrin,Toxic Organics,Toxic Organics,61580
61583,Chlorethoxyfos,12572,A,59,,Y,2.0,,,,61583
61585,Cyfluthrin,12573,A,59,,Y,2.0,Cyfluthrin,Toxic Organics,Toxic Organics,61585
61602,Tebupirimfos,12574,A,59,,Y,2.0,,,,61602
61603,Profenofos,12575,A,59,,Y,2.0,Profenofos,Toxic Organics,Toxic Organics,61603
61606,Tefluthrin,12576,A,59,,Y,2.0,,,,61606
61607,Temephos,12577,A,59,,Y,2.0,,,,61607
3788,"Permanganate, Total",12582,A,59,,Y,1.0,,,,3788
22421,Tert-Amyl Methyl Ether,12578,A,59,,Y,2.0,,,,22421
22422,Ethyl-Tert Butyl Ether,10418,A,59,,Y,2.0,,,,22422
39068,"Chlordane - Nonachlor, Cis",12579,A,59,,Y,2.0,,,,39068
39071,"Chlordane - Nonachlor, Trans",12580,A,59,,Y,2.0,,,,39071
46360,p-Chlorotoluene,12581,A,10,,Y,2.0,,,,46360
51443,Whole Effluent Toxicity - Retest #3,12509,A,55,,N,,,,,51443
51444,"Whole Effluent Toxicity, Sub-Lethal Retest #3",12509,A,55,,N,,,,,51444
51454,Metam Potassium,11052,A,59,,Y,2.0,,,,51454
51461,Deltamethrin,10231,A,59,,Y,2.0,Deltamethrin,Toxic Organics,Toxic Organics,51461
51462,Terbufos,12076,A,59,,Y,2.0,,,,51462
51474,Butanal,10179,A,10,,Y,2.0,,,,51474
51476,"Permanganate, Dissolved",12582,A,59,,Y,1.0,,,,51476
51478,Malachite Green,10336,A,59,,Y,2.0,,,,51478
51479,"Chlordene, Gamma",12583,A,59,,Y,2.0,,,,51479
51480,Chloramine-T,12584,A,59,,Y,2.0,,,,51480
51481,PVP-Iodine,12585,A,59,,Y,2.0,,,,51481
51485,Isolation Time Met,11155,A,156,,N,,,,,51485
51486,Apparent Color [Admi Units],11107,A,12,,N,,,,,51486
51487,Are You In Compliance,11112,A,156,,N,,,,,51487
51489,"Nitrogen, Total as NO3 + NH3",12586,A,59,,Y,1.0,,,,51489
51490,Sodium Hypochlorite Bleach,12587,A,59,,Y,1.0,,,,51490
51491,"Lead, Organic, Total",6562,A,59,,Y,2.0,,,,51491
73570,Ethyl methacrylate,12588,A,59,,Y,2.0,,,,73570
77951,"Chlordene, Alpha",12589,A,59,,Y,2.0,,,,77951
79755,Oxychlordane,12590,A,59,,Y,2.0,,,,79755
80361,Methylmercury,12591,A,59,,Y,2.0,Methylmercury,Uncommon,Uncommon,80361
81593,Methacrylonitrile,10058,A,59,,Y,2.0,,,,81593
TGE3B,Pass/Fail Static 24Hr Acute Ceriodaphnia Dubia,4677,A,55,,N,,,,,TGE3B
TJA6C,% Mortality Static 48Hr Acute Pimephales promelas,4677,A,90,N,Y,,,,,TJA6C
TTF6A,"Static 48Hr Chronic, 5-7 Day Rec. Cyprinodeon variegas",4677,A,49,,Y,,,,,TTF6A
TTK3S,Static 48Hr Chronic Mytilis Species,4677,A,49,,Y,,Static 48Hr Chronic Mytilis Species,Aquatic Toxicity,Aquatic Toxicity,TTK3S
TTO3C,Static Renewal 4Day Chronic Daphnia Magna,4677,A,49,,Y,,,,,TTO3C
51445,"Nitrogen, Total",2817,A,118,,Y,1.0,,,,51445
51446,"Nitrogen, Ammonia  Total",375,A,118,,Y,1.0,,,,51446
51447,"Nitrogen, Nitrite  Total",2806,A,118,,Y,1.0,"Nitrogen, Nitrite  Total",Uncommon,Uncommon,51447
51448,"Nitrogen, Nitrate  Total",5713,A,118,,Y,1.0,"Nitrogen, Nitrate  Total",Uncommon,Uncommon,51448
51449,"Nitrogen, Kjeldahl  Total",2817,A,118,,Y,1.0,"Nitrogen, Kjeldahl  Total",Uncommon,Uncommon,51449
51450,Nitrite Plus Nitrate Total,10354,A,118,,Y,1.0,,,,51450
51451,"Phosphorus, Total",5889,A,118,,Y,1.0,,,,51451
51483,"Pulp, Purchased",12161,A,57,,Y,,,,,51483
51484,Number of Events,11240,A,128,,Y,,,,,51484
51488,Offensive Conditions,12595,A,148,,N,,,,,51488
51492,Bromate,12596,A,59,,Y,1.0,,,,51492
663,Total phosphorus exceedances,5889,A,128,,Y,,,,,663
664,Dock discharge of phosphorus,5889,A,59,,Y,,,,,664
665,"Phosphorus, total [as P]",5889,A,59,,Y,1.0,"Phosphorus, total [as P]",Nutrients,Phosphorus,665
666,"Phosphorus, dissolved",5889,A,59,,Y,1.0,,,,666
1051,"Lead, total [as Pb]",6562,A,59,,Y,2.0,,,,1051
1052,"Lead, total dry weight [as Pb]",6562,A,59,,Y,2.0,,,,1052
1053,Manganese in bottom deposits [dry wgt],2423,A,59,,Y,1.0,,,,1053
1054,"Manganese, suspended",2423,A,59,,Y,1.0,,,,1054
1055,"Manganese, total [as Mn]",2423,A,59,,Y,1.0,,,,1055
1056,"Manganese, dissolved [as Mn]",2423,A,59,,Y,1.0,"Manganese, dissolved [as Mn]",Uncommon,Uncommon,1056
1057,"Thallium, dissolved [as Tl]",4068,A,59,,Y,2.0,,,,1057
1059,"Thallium, total [as Tl]",4068,A,59,,Y,2.0,,,,1059
1060,"Molybdenum, dissolved [as Mo]",6658,A,59,,Y,2.0,,,,1060
1062,"Molybdenum, total [as Mo]",6658,A,59,,Y,2.0,"Molybdenum, total [as Mo]",Metals,Molybdenum,1062
1064,"Tellurium, total",12370,A,59,,Y,2.0,,,,1064
1065,"Nickel, dissolved [as Ni]",2741,A,59,,Y,2.0,,,,1065
1066,"Nickel, suspended [as Ni]",2741,A,59,,Y,2.0,,,,1066
1067,"Nickel, total [as Ni]",2741,A,59,,Y,2.0,,,,1067
1068,"Nickel, tot in bottom deposits [dry wgt]",2741,A,59,,Y,2.0,,,,1068
1074,"Nickel, total recoverable",2741,A,59,,Y,2.0,"Nickel, total recoverable",Metals,Nickel,1074
1075,"Silver, dissolved [as Ag]",3714,A,59,,Y,2.0,,,,1075
1077,"Silver, total [as Ag]",3714,A,59,,Y,2.0,,,,1077
1078,Silver in bottom deposits [dry wgt],3714,A,59,,Y,2.0,,,,1078
1079,Silver total recoverable,3714,A,59,,Y,2.0,Silver total recoverable,Metals,Silver,1079
1080,"Strontium, dissolved",12284,A,59,,Y,2.0,,,,1080
1082,"Strontium, total [as Sr]",12284,A,59,,Y,2.0,,,,1082
1084,"Strontium, total recoverable, ug/L",12284,A,59,,Y,,"Strontium, total recoverable, ug/L",Uncommon,Uncommon,1084
1085,"Vanadium, dissolved [as V]",4448,A,59,,Y,1.0,,,,1085
1086,"Vanadium, suspended [as V]",4448,A,59,,Y,1.0,,,,1086
1087,"Vanadium, total [as V]",4448,A,59,,Y,1.0,,,,1087
1088,"Vanadium, total dry weight [as V]",4448,A,59,,Y,1.0,,,,1088
1089,Copper as suspended black oxide,11116,A,59,,Y,2.0,,,,1089
1092,"Zinc, total [as Zn]",6352,A,59,,Y,2.0,,,,1092
1093,Zinc in bottom deposits [dry wgt],6352,A,59,,Y,2.0,,,,1093
1094,"Zinc, total recoverable",6352,A,59,,Y,2.0,"Zinc, total recoverable",Metals,Zinc,1094
1095,"Antimony, dissolved [as Sb]",4871,A,59,,Y,2.0,,,,1095
1097,"Antimony, total [as Sb]",4871,A,59,,Y,2.0,,,,1097
1098,"Antimony, in bottom deposits [dry wgt]",4871,A,59,,Y,2.0,,,,1098
1100,"Tin, dissolved [as Sn]",6151,A,59,,Y,2.0,,,,1100
1102,"Tin, total [as Sn]",6151,A,59,,Y,2.0,,,,1102
1104,"Aluminum, total recoverable",360,A,59,,Y,1.0,"Aluminum, total recoverable",Metals,Aluminum,1104
1105,"Aluminum, total [as Al]",360,A,59,,Y,1.0,"Aluminum, total [as Al]",Uncommon,Uncommon,1105
1106,"Aluminum, dissolved [as Al]",360,A,59,,Y,1.0,"Aluminum, dissolved [as Al]",Uncommon,Uncommon,1106
1108,"Aluminum, total sludge, dry wt.",360,A,59,,Y,,,,,1108
1109,"Aluminum, ion",10806,A,59,,Y,1.0,,,,1109
1113,"Cadmium, total recoverable",776,A,59,,Y,2.0,"Cadmium, total recoverable",Metals,Cadmium,1113
1114,"Lead, total recoverable",6562,A,59,,Y,2.0,"Lead, total recoverable",Metals,Lead,1114
1117,"Cesium, total [as Cs]",11072,A,59,,Y,2.0,,,,1117
1118,"Chromium, total recoverable",1012,A,59,,Y,2.0,"Chromium, total recoverable",Metals,Chromium,1118
1119,"Copper, total recoverable",1165,A,59,,Y,2.0,"Copper, total recoverable",Metals,Copper,1119
1124,"Thallium, acid soluble",4068,A,59,,Y,2.0,,,,1124
1127,"Germanium, total [as Ge]",11346,A,59,,Y,2.0,,,,1127
1128,"Vanadium, total recoverable",4068,A,59,,Y,1.0,"Vanadium, total recoverable",Uncommon,Uncommon,1128
1129,"Molybdenum, total recoverable",6658,A,59,,Y,,"Molybdenum, total recoverable",Uncommon,Uncommon,1129
1130,"Lithium, dissolved [as Li]",2374,A,59,,Y,1.0,,,,1130
1132,"Lithium, total [as Li]",2374,A,59,,Y,1.0,"Lithium, total [as Li]",Uncommon,Uncommon,1132
1137,"Rubidium, total [as Rb]",12189,A,59,,Y,2.0,,,,1137
1139,"Columbium, total",2760,A,59,,Y,2.0,,,,1139
1142,"Silicon, total",12211,A,59,,Y,1.0,,,,1142
1145,"Selenium, dissolved [as Se]",3666,A,59,,Y,2.0,,,,1145
1147,"Selenium, total [as Se]",3666,A,59,,Y,2.0,,,,1147
1148,"Selenium, dry weight",3666,A,101,,Y,2.0,,,,1148
1150,"Titanium, dissolved [as Ti]",4088,A,59,,Y,2.0,,,,1150
1152,"Titanium, total [as Ti]",4088,A,59,,Y,2.0,,,,1152
1153,"Titanium, total dry weight [as Ti]",4088,A,59,,Y,2.0,,,,1153
1154,"Tungsten, total",10491,A,59,,Y,2.0,,,,1154
1268,"Antimony, total recoverable",4871,A,59,,Y,2.0,"Antimony, total recoverable",Metals,Antimony,1268
1273,Total acid priority pollutants,12123,A,59,,Y,2.0,,,,1273
1274,Total base/neutral priority pollutants,12124,A,59,,Y,2.0,,,,1274
1275,Total volatile priority pollutants,12482,A,59,,Y,2.0,,,,1275
1276,Total agg concentration #4,12420,A,59,,Y,,,,,1276
1277,Total agg concentration #1,12417,A,59,,Y,,,,,1277
1278,Total agg concentration #2,12418,A,59,,Y,,,,,1278
1279,Total agg concentration #3,12419,A,59,,Y,,,,,1279
1280,Total agg concentration #5,12421,A,59,,Y,,,,,1280
1281,Total agg concentration #6,12422,A,59,,Y,,,,,1281
1282,Total agg concentration #7,12423,A,59,,Y,,,,,1282
1283,Total agg concentration #8,12424,A,59,,Y,,,,,1283
1284,Application daily spray irrigation,10821,A,105,,Y,,,,,1284
1285,Application monthly spray irrigation,10822,A,105,,Y,,,,,1285
1286,Application period spray irrigation,10823,A,134,,Y,,,,,1286
46351,Folpet Water Total,12616,A,59,,Y,2.0,,,,46351
46570,"Hardness, Ca Mg Calculated [mg/L as CaCO3]",12425,A,59,,Y,,,,,46570
51498,Enteric Viruses,12477,A,26,,Y,,,,,51498
51499,Diisopropyl methylphosphonate,12617,A,10,,Y,2.0,,,,51499
51501,N-Nitroso-N-Methylethylamine,12618,A,59,,Y,2.0,,,,51501
51502,Furmecyclox,12619,A,59,,Y,2.0,,,,51502
77168,"1,1-Dichloropropene",12620,A,59,,Y,2.0,,,,77168
77596,Dibromomethane [Methylene Bromide],11663,I,59,,Y,2.0,,,,77596
77614,S-Trichlorobenzene [Sym-Trichlorobenzene],12621,A,59,,Y,2.0,,,,77614
TZP3E,% Growth Reduction Static Renewal 7 Day Chronic Mysidopsis bahia,4677,A,16,,Y,,,,,TZP3E
51515,"Tributyltin, Total Recoverable",12269,A,59,N,Y,2.0,,,,51515
TJM3C,Daphnia Magna % Mortality 48 Hr Acute,4677,A,16,,Y,,,,,TJM3C
1287,Application weekly spray irrigation,10826,A,136,,Y,,,,,1287
1288,Foaming agents,10475,A,59,,Y,2.0,Foaming agents,Uncommon,Uncommon,1288
1289,Biocides,10977,A,59,,Y,1.0,,,,1289
1290,Color [admi units],11104,A,12,,N,,Color [admi units],Uncommon,Uncommon,1290
1291,"Cyanide, filterable, total",5123,A,59,,Y,2.0,,,,1291
1292,"Magnesium, pct exchange",11651,A,16,,Y,1.0,,,,1292
1293,"Calcium, pct exchange",11039,A,16,,Y,1.0,,,,1293
1294,"Calcium, pct in water, [pct]",8538,A,16,,Y,1.0,,,,1294
1295,"Potassium, total pct in water, [pct]",5948,A,16,,Y,1.0,,,,1295
1296,"Potassium, pct exchange",12111,A,16,,Y,1.0,,,,1296
1298,"Nitrogen-nitrite in water, [pct]",2806,A,16,,Y,1.0,,,,1298
1299,"Nitrogen-nitrate in water, [pct]",5713,A,16,,Y,1.0,,,,1299
1300,Oil & grease severity,10364,A,50,,Y,,,,,1300
1301,Sodium hexameta- phosphate,11656,A,59,,Y,1.0,,,,1301
1302,"Bayer 73, in water",10874,A,59,,Y,2.0,,,,1302
1303,"Zinc, potentially dissolved",6352,A,59,,Y,2.0,,,,1303
1304,"Silver, potentially dissolved",3714,A,59,,Y,2.0,,,,1304
1306,"Copper, potentially dissolved",1165,A,59,,Y,2.0,,,,1306
1307,"Chromium, hexavalent potentially disolvd",10214,A,59,,Y,2.0,,,,1307
1032,"Chromium, hexavalent [as Cr]",10214,A,59,,Y,2.0,"Chromium, hexavalent [as Cr]",Metals,Chromium,1032
1033,"Chromium, trivalent [as Cr]",10215,A,59,,Y,2.0,"Chromium, trivalent [as Cr]",Metals,Chromium,1033
1034,"Chromium, total [as Cr]",1012,A,59,,Y,2.0,"Chromium, total [as Cr]",Uncommon,Uncommon,1034
1035,"Cobalt, dissolved [as Co]",1090,A,59,,Y,1.0,,,,1035
1037,"Cobalt, total [as Co]",1090,A,59,,Y,1.0,,,,1037
1040,"Copper, dissolved [as Cu]",1165,A,59,,Y,2.0,"Copper, dissolved [as Cu]",Uncommon,Uncommon,1040
1041,"Copper, suspended [as Cu]",1165,A,59,,Y,2.0,,,,1041
1042,"Copper, total [as Cu]",1165,A,59,,Y,2.0,,,,1042
1043,Copper in bottom deposits [dry wgt],1165,A,59,,Y,2.0,,,,1043
1044,"Iron, suspended",2215,A,59,,Y,1.0,,,,1044
1045,"Iron, total [as Fe]",2215,A,59,,Y,1.0,"Iron, total [as Fe]",Uncommon,Uncommon,1045
1046,"Iron, dissolved [as Fe]",2215,A,59,,Y,1.0,"Iron, dissolved [as Fe]",Uncommon,Uncommon,1046
1047,"Iron, ferrous",11428,A,59,,Y,1.0,,,,1047
1049,"Lead, dissolved [as Pb]",6562,A,59,,Y,2.0,,,,1049
533,"Solids, Total Suspended, Net Value",99999,I,59,,Y,1.0,,,,533
602,"Nitrogen, Dissolved",99999,A,59,,Y,1.0,,,,602
966,MICA IN DRILLING FLUIDS,99999,A,59,,Y,,,,,966
3530,"Radiation,Gross Beta Particle Activity",99999,A,48,,Y,2.0,"Radiation,Gross Beta Particle Activity",Other,Other,3530
4251,"Clamtrol CT-1, Total Water",99999,A,59,,Y,,,,,4251
51408,Oxytetracycline Hydrochloride,99999,A,59,,Y,2.0,,,,51408
51409,Specific Conductance,99999,A,46,,Y,,Specific Conductance,Solids,Dissolved Solids,51409
51415,Volatile Organic Compound [VOC],99999,A,59,,Y,2.0,,,,51415
51416,Contact Cooling Water Volume,99999,A,121,N,Y,,,,,51416
51418,Cable Test Tank Drainage Volume,99999,A,121,N,Y,,,,,51418
51419,Cable Test Tank Drainage Process Operating Days,99999,A,125,N,Y,,,,,51419
51420,Number of Extension Lines in Operation,99999,A,128,N,Y,,,,,51420
51421,Conductivity Excursions,99999,A,52,,Y,,,,,51421
51422,"1,2-Dichloro-1,1,2-T",99999,A,59,,Y,2.0,,,,51422
51423,Benzo[A] Fluoranthene,99999,A,59,,Y,2.0,,,,51423
51426,"Phosphorus, Total As P",99999,I,59,,Y,1.0,,,,51426
51429,Percent Overflow Wastewater Discharged,99999,A,16,,Y,,,,,51429
51431,"Phenol, Single Compound Dry Weight",99999,A,59,,Y,,,,,51431
51432,"Pentachlorophenol, Dry Weight",99999,A,59,,Y,,,,,51432
51433,Thermal Discharge,4073,I,3,N,Y,,,,,51433
51434,UV Transmittance,99999,A,105,,Y,,,,,51434
51438,"SAS - 310, Total",99999,A,59,,Y,2.0,,,,51438
52400,BYPASS VALVE [OPEN/CLOSED],99999,A,56,,N,,,,,52400
34038,"9,10 DICHLOROSTEARIC ACID",99999,A,59,,Y,2.0,,,,34038
39031,DIFOLATAN,99999,A,59,,Y,2.0,,,,39031
51102,"2,4-D SALTS AND ESTERS",99999,A,59,,Y,2.0,"2,4-D SALTS AND ESTERS",Uncommon,Uncommon,51102
51105,CAPTAFOL,99999,A,59,,Y,2.0,,,,51105
81871,TRICHLOROGUAIACOL,99999,A,59,,Y,2.0,,,,81871
82563,3-TRIFLUOROMETHYL-4-NPNL [TFM],99999,A,59,,Y,,,,,82563
TBA3B,Noel Static 48Hr Acute Ceriodaphnia,4677,A,16,,Y,,,,,TBA3B
TBN3E,Noel Statre 96Hr Acute Mysidopsis Bahia,4677,A,16,,Y,,,,,TBN3E
1237,"NEODYMIUM, TOTAL",99999,A,59,,Y,,,,,1237
51411,Oil & Grease [lbs/1000 lbs Product],10364,A,103,,Y,,,,,51411
51417,Contact Cooling Water Process Operating Days,99999,A,125,N,Y,,,,,51417
51425,"Nitrogen, Total As N",99999,I,59,,Y,1.0,,,,51425
51435,UV Flow Rate,99999,A,1,,Y,,,,,51435
51439,Sodium Bisulfite,99999,A,59,,Y,1.0,Sodium Bisulfite,Uncommon,Uncommon,51439
61944,MARINE SANITATION DEVISE USED,99999,A,148,,N,,,,,61944
TDN6I,96Hr Acute Noael Statroncorhynchus Mysiss,4677,A,16,,Y,,,,,TDN6I
39521,POLYBROMINATED BIPHENYLS,99999,A,59,,Y,2.0,,,,39521
TDA6A,NOAEL Static 48Hr Acute Cyprinodon variegatus,4677,A,16,,Y,,,,,TDA6A
534,"Solids, Settleable, Net",12208,I,102,,Y,1.0,,,,534
51493,"Phenolic Compounds,Total",10397,I,59,N,Y,2.0,,,,51493
51494,"Tetryl [2,4,6-Trinitrophenylmethylnitramine]",12597,A,59,N,Y,2.0,,,,51494
51495,Tricaine Methanesulfonate,99999,A,59,N,Y,2.0,,,,51495
51496,Heptachlor + Heptachlor Epoxide,12599,A,59,N,Y,2.0,,,,51496
51497,Spectrus OX 1200,99999,A,59,N,Y,2.0,,,,51497
77550,Isoeugenol,12598,A,59,N,Y,2.0,,,,77550
TKI1A,Static 24HR Acute Selenastrum capricoruntum,4677,A,49,N,Y,,,,,TKI1A
TJM3B,%Mortality Static Renewal 48Hr Acute Ceriodaphnia dubia,4677,A,16,N,Y,,,,,TJM3B
TKA3B,Static 48Hr Acute Ceriodaphnia dubia,4677,A,49,N,Y,,,,,TKA3B
TKN6C,Static Renewal 96Hr Acute Pimephales promelas,4677,A,49,N,Y,,,,,TKN6C
TKP3B,Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,49,N,Y,,Static Renewal 7 Day Chronic Ceriodaphnia dubia,Uncommon,Uncommon,TKP3B
TKP6C,Static Renewal 7 Day Chronic Pimephales promelas,4677,A,49,N,Y,,,,,TKP6C
TDA6I,48Hr Acute Oncorhyncus Myriss,4677,A,16,,Y,,,,,TDA6I
TGA3C,Pass/Fail Static 48Hr Acute Daphnia Magna,4677,A,55,,N,,,,,TGA3C
TGN3C,Pass/Fail Static Renewal 96Hr Acute Daphnia Magma,4677,A,55,,N,,,,,TGN3C
TJM6J,%Mort 48 Hr Acute Statre M. Beryllina',4677,A,16,,Y,,,,,TJM6J
TRB3E,%Surv Static 96Hr Acute Mysidopsis Bahia,4677,A,16,,Y,,%Surv Static 96Hr Acute Mysidopsis Bahia,Uncommon,Uncommon,TRB3E
